geod_km,utm_km,custom_km,utm_error_pct,custom_error_pct
243.14649797571215,243.09997882183205,243.16264948415682,-0.019132150480221072,0.006642706590111619
151.6863640872445,151.62992899501683,151.71031466708675,-0.03720511897511075,0.01578954046817682
265.27880636811375,265.20272185131176,265.3004472277926,-0.028680963188747622,0.008157779347372137
239.0413583906859,238.96264585281943,239.06333717018128,-0.0329284180764307,0.009194550952748431
302.2154344422374,302.12190563305955,302.2460960306723,-0.03094772752107136,0.010145606392166917
322.0593265793358,322.0774253137076,322.1196593440828,0.0056196895658952905,0.018733431938698468
271.9481839709572,271.86113118077765,271.9743420124679,-0.03201080033277754,0.009618759400696914
104.45622601866036,104.42136054095641,104.48684297491191,-0.0333780752309635,0.02931080072344131
30.042389954948938,30.062860642500898,30.05903356874733,0.06813934438192111,0.05540043193418746
41.435361762935884,41.420428077912945,41.435850780225685,-0.036040918644266964,0.0011801931224809433
394.93947843958375,394.85585675923846,395.0077900533077,-0.021173289810292276,0.017296729613834987
129.57064826468653,129.53900255162722,129.57361582029299,-0.024423519896762485,0.0022902992662343813
239.68076429340383,239.7212097444363,239.73441849247763,0.016874717147908697,0.022385692582367254
291.63082430963874,291.62266756194936,291.66107745989586,-0.0027969429187471697,0.010373783473925953
226.02642944388347,225.94288242699054,226.04408767161698,-0.03696338392748623,0.007812461479375399
262.30895340758985,262.2575020515262,262.32831770692536,-0.019614792173604234,0.007382248712428695
190.0106217727759,189.98823287318208,190.02147951139315,-0.011782972649071967,0.005714279820755955
54.691885527954874,54.67020089579916,54.69760407150621,-0.039648719268648734,0.010455926863986852
246.90845347761078,246.82701886398965,246.92731517234776,-0.03298170332937128,0.007639144983222954
156.1170944603612,156.0561042453611,156.13342869434766,-0.039066967785260746,0.010462809369408271
95.59859073272447,95.5978951958118,95.60910406719262,-0.0007275597970114702,0.010997373902227643
17.467789003789964,17.467284632312946,17.469505133755806,-0.002887437425015305,0.009824540275082174
356.45925056308977,356.39669764428766,356.50370538636406,-0.017548406642082823,0.012471221662520366
182.97708963651837,182.92066435090328,183.0401712274602,-0.030837350035008898,0.03447513077574683
430.7742528430591,430.7136703583724,430.80945377559175,-0.014063627128805855,0.008171549785133424
111.57927928742158,111.57523451224237,111.5902226318994,-0.003625023575201498,0.009807685215121415
259.17683947637215,259.07323532724234,259.200004614803,-0.039974308406248604,0.00893796624636977
200.90349724328485,200.82715867214569,200.92629116920705,-0.03799763179171155,0.011345708877624455
222.41155844490143,222.36998934633937,222.42213090992436,-0.018690170085004107,0.004753559166106784
